Código del Pozo,Base Operativa,Longitud,Latitud
LO146,PAS,-58.408453,-34.837608
LO147,PAS,-58.417108,-34.84309
LO148,PAS,-58.433389,-34.805548
LO149,PAS,-58.401756,-34.830589
QU037,PAS,-58.2791181315,-34.7662181827
QU076,PAS,-58.2782265523,-34.7722439812
QU138,PAS,-58.3069735253,-34.7963455182
QU141,PAS,-58.3081985652,-34.7944319403
JCP002,PASM,-58.7896199661,-34.5252229314
JCP003,PASM,-58.7944710292,-34.5380689594
JCP005,PASM,-58.784813,-34.541145
JCP006,PASM,-58.790506,-34.534645
MA001,PASM,-58.7416440627,-34.4960338785
MA002,PASM,-58.7442797675,-34.489980425
MA003,PASM,-58.7469728788,-34.4853353942
MA004,PASM,-58.7497056031,-34.4953924332
MA006,PASM,-58.7556999596,-34.49247077
MA009,PASM,-58.7213341138,-34.4966795459
MA010,PASM,-58.7245668488,-34.4918154466
MA011,PASM,-58.7306131971,-34.4921969375
MA012,PASM,-58.733526,-34.482018
MA016,PASM,-58.746139,-34.47642
MA017,PASM,-58.752289,-34.47362
MA018,PASM,-58.753892,-34.497972
MI001,PASM,-58.7037500662,-34.5365408437
MI002,PASM,-58.7128519207,-34.5368341259
MI003,PASM,-58.7101796076,-34.5461784017
MI006,PASM,-58.6906561494,-34.5470328457
MI007,PASM,-58.722356212,-34.5447854075
MI008,PASM,-58.711276858,-34.5538395766
MI009,PASM,-58.7010682159,-34.5448399808
MI010,PASM,-58.7101271637,-34.5376392501
MI011,PASM,-58.7173241548,-34.5328879983
MI013,PASM,-58.6920366965,-34.5430438745
MI014,PASM,-58.6965862813,-34.548077799
MI015,PASM,-58.7224926198,-34.5376896248
MI016,PASM,-58.728579726,-34.5339770909
MI017,PASM,-58.7140388457,-34.528437649
MI018,PASM,-58.7057753505,-34.5611099867
MI019,PASM,-58.7077529565,-34.5579100505
MI020,PASM,-58.7075736127,-34.5312502996
MI021,PASM,-58.7226914483,-34.5503039981
MI022,PASM,-58.765172085,-34.5475735977
MI023,PASM,-58.7677082878,-34.5448003068
MI024,PASM,-58.768380407,-34.5501876648
MI025,PASM,-58.7718836046,-34.553438945
MI026,PASM,-58.7757716439,-34.5569960804
MI028,PASM,-58.781668,-34.547162
MI032,PASM,-58.779243,-34.553313
MI033,PASM,-58.7265909234,-34.5423927376
MI034,PASM,-58.7019785324,-34.5530393209
MI035,PASM,-58.6977584811,-34.5364729851
MI036,PASM,-58.7323780068,-34.53104168
MI037,PASM,-58.7295091734,-34.5727896177
MI038,PASM,-58.7176468426,-34.5409259238
MI039,PASM,-58.7177756326,-34.5490592546
MI040,PASM,-58.7184435666,-34.5534752295
MI041,PASM,-58.7091733909,-34.5415473397
MI042,PASM,-58.6864333809,-34.5435983569
MI043,PASM,-58.697722181,-34.5417489766
MI045,PASM,-58.7197545368,-34.5571422778
MI046,PASM,-58.6966658051,-34.55244589
MI047,PASM,-58.697781824,-34.5559840114
MI048,PASM,-58.6928847808,-34.5594586653
MI049,PASM,-58.6894594712,-34.5625298909
MI051,PASM,-58.6821231033,-34.5679845776
MI052,PASM,-58.7426383412,-34.5699743637
MI053,PASM,-58.738054343,-34.5641324909
MI054,PASM,-58.7462022552,-34.5738894247
MI055,PASM,-58.7383630313,-34.5826242155
MI056,PASM,-58.7338531944,-34.5775615099
MI057,PASM,-58.7384746599,-34.5720137848
MI058,PASM,-58.725858,-34.545732
MI059,PASM,-58.716832,-34.544496
MI060,PASM,-58.706157,-34.549006
MI061,PASM,-58.758528,-34.5605
MI062,PASM,-58.752778,-34.570167
MI063,PASM,-58.711575,-34.556778
MI064,PASM,-58.716408,-34.556456
MI065,PASM,-58.732839,-34.568006
MI066,PASM,-58.786317,-34.544808
MI067,PASM,-58.705597,-34.549461
PI100,PASM,-58.8296790462,-34.5086762852
PI101,PASM,-58.8256113965,-34.507710835
PI102,PASM,-58.83366333,-34.5119460782
PI103,PASM,-58.8280043045,-34.5132208735
PI105,PASM,-58.828414,-34.515594
